date,geography_code,geography_name,age_detailed,sex,ethnicity_group,personal_and_community_development_learning,neighbourhood_learning_in_deprived_communities,family_english_maths_and_language,wider_family_learning,total,ach_total,ach_personal_and_community_development_learning,ach_neighbourhood_learning_in_deprived_communities,ach_family_english_maths_and_language,ach_wider_family_learning
2021/22,E07000164,Hambleton,60+,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,60+,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,60+,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,60+,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,60+,Male,Total,40,low,low,low,40,40,40,low,low,low
2021/22,E07000164,Hambleton,60+,Male,White,40,low,low,low,40,40,40,low,low,low
2021/22,E07000164,Hambleton,60+,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,60+,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,60+,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,60+,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,60+,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,60+,Total,Total,130,low,low,low,130,120,120,low,low,low
2021/22,E07000164,Hambleton,60+,Total,White,130,low,low,low,130,120,120,low,low,low
2021/22,E07000164,Hambleton,Total,Female,Asian/ Asian British,10,low,low,low,10,10,low,low,low,low
2021/22,E07000164,Hambleton,Total,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Total,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Total,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Total,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Total,Female,Total,240,10,low,20,270,240,210,10,low,20
2021/22,E07000164,Hambleton,Total,Female,White,220,10,low,20,250,230,200,10,low,20
2021/22,E07000164,Hambleton,Total,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Total,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Total,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Total,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Total,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Total,Male,Total,90,low,low,low,90,90,90,low,low,low
2021/22,E07000164,Hambleton,Total,Male,White,80,low,low,low,90,80,80,low,low,low
2021/22,E07000164,Hambleton,Total,Total,Asian/ Asian British,10,low,low,low,10,10,10,low,low,low
2021/22,E07000164,Hambleton,Total,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Total,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Total,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Total,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Total,Total,Total,330,10,low,20,370,330,300,10,low,20
2021/22,E07000164,Hambleton,Total,Total,White,310,10,low,20,340,310,280,10,low,20
2021/22,E07000164,Hambleton,Under 19,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Female,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Female,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Male,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Male,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Total,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Under 19,Total,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Female,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Female,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Male,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Male,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Total,Total,low,low,low,low,low,low,low,low,low,low
2021/22,E07000164,Hambleton,Unknown,Total,White,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,19-24,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,19-24,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,19-24,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,19-24,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,19-24,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,19-24,Female,Total,20,low,low,low,20,20,20,low,low,low
2021/22,E07000165,Harrogate,19-24,Female,White,20,low,low,low,20,20,20,low,low,low
2021/22,E07000165,Harrogate,19-24,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,19-24,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,19-24,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,19-24,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,19-24,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,19-24,Male,Total,10,low,low,low,10,10,10,low,low,low
2021/22,E07000165,Harrogate,19-24,Male,White,10,low,low,low,10,10,10,low,low,low
2021/22,E07000165,Harrogate,19-24,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,19-24,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,19-24,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,19-24,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,19-24,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,19-24,Total,Total,30,low,low,low,30,30,30,low,low,low
2021/22,E07000165,Harrogate,19-24,Total,White,30,low,low,low,30,30,20,low,low,low
2021/22,E07000165,Harrogate,25-34,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,25-34,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,25-34,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,25-34,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,25-34,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,25-34,Female,Total,50,low,low,low,50,50,50,low,low,low
2021/22,E07000165,Harrogate,25-34,Female,White,50,low,low,low,50,50,40,low,low,low
2021/22,E07000165,Harrogate,25-34,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,25-34,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,25-34,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,25-34,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,25-34,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,25-34,Male,Total,20,low,low,low,20,20,20,low,low,low
2021/22,E07000165,Harrogate,25-34,Male,White,20,low,low,low,20,20,20,low,low,low
2021/22,E07000165,Harrogate,25-34,Total,Asian/ Asian British,10,low,low,low,10,10,10,low,low,low
2021/22,E07000165,Harrogate,25-34,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,25-34,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,25-34,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,25-34,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,25-34,Total,Total,70,low,low,low,80,70,70,low,low,low
2021/22,E07000165,Harrogate,25-34,Total,White,60,low,low,low,70,60,60,low,low,low
2021/22,E07000165,Harrogate,35-44,Female,Asian/ Asian British,10,low,low,low,10,10,10,low,low,low
2021/22,E07000165,Harrogate,35-44,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,35-44,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,35-44,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,35-44,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,35-44,Female,Total,60,low,low,low,70,70,60,low,low,low
2021/22,E07000165,Harrogate,35-44,Female,White,60,low,low,low,60,60,50,low,low,low
2021/22,E07000165,Harrogate,35-44,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,35-44,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,35-44,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,35-44,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,35-44,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,35-44,Male,Total,10,low,low,low,20,10,10,low,low,low
2021/22,E07000165,Harrogate,35-44,Male,White,10,low,low,low,10,10,10,low,low,low
2021/22,E07000165,Harrogate,35-44,Total,Asian/ Asian British,10,low,low,low,10,10,10,low,low,low
2021/22,E07000165,Harrogate,35-44,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,35-44,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,35-44,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,35-44,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,35-44,Total,Total,80,low,10,low,90,80,70,low,10,low
2021/22,E07000165,Harrogate,35-44,Total,White,70,low,10,low,80,70,60,low,10,low
2021/22,E07000165,Harrogate,45-59,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,45-59,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,45-59,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,45-59,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,45-59,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,45-59,Female,Total,100,low,10,low,110,100,100,low,10,low
2021/22,E07000165,Harrogate,45-59,Female,White,100,low,10,low,100,90,90,low,10,low
2021/22,E07000165,Harrogate,45-59,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,45-59,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,45-59,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,45-59,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,45-59,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,45-59,Male,Total,20,low,low,low,20,20,20,low,low,low
2021/22,E07000165,Harrogate,45-59,Male,White,20,low,low,low,20,20,20,low,low,low
2021/22,E07000165,Harrogate,45-59,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,45-59,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,45-59,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,45-59,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,45-59,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,45-59,Total,Total,120,low,10,low,130,120,120,low,10,low
2021/22,E07000165,Harrogate,45-59,Total,White,120,low,10,low,120,110,110,low,10,low
2021/22,E07000165,Harrogate,60+,Female,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,60+,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,60+,Female,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,60+,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,60+,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,60+,Female,Total,90,low,low,low,100,90,90,low,low,low
2021/22,E07000165,Harrogate,60+,Female,White,90,low,low,low,90,90,90,low,low,low
2021/22,E07000165,Harrogate,60+,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,60+,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,60+,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,60+,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,60+,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,60+,Male,Total,20,low,low,low,20,20,20,low,low,low
2021/22,E07000165,Harrogate,60+,Male,White,20,low,low,low,20,20,20,low,low,low
2021/22,E07000165,Harrogate,60+,Total,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,60+,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,60+,Total,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,60+,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,60+,Total,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,60+,Total,Total,120,low,low,low,120,110,110,low,low,low
2021/22,E07000165,Harrogate,60+,Total,White,110,low,low,low,120,110,110,low,low,low
2021/22,E07000165,Harrogate,Total,Female,Asian/ Asian British,10,low,low,low,10,10,10,low,low,low
2021/22,E07000165,Harrogate,Total,Female,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Total,Female,Mixed/ Multiple Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E07000165,Harrogate,Total,Female,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Total,Female,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Total,Female,Total,330,10,10,low,350,330,310,10,10,low
2021/22,E07000165,Harrogate,Total,Female,White,310,10,10,low,320,310,290,10,10,low
2021/22,E07000165,Harrogate,Total,Male,Asian/ Asian British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Total,Male,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Total,Male,Mixed/ Multiple Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Total,Male,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Total,Male,Other Ethnic Group,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Total,Male,Total,90,low,low,low,90,80,80,low,low,low
2021/22,E07000165,Harrogate,Total,Male,White,80,low,low,low,80,70,70,low,low,low
2021/22,E07000165,Harrogate,Total,Total,Asian/ Asian British,20,low,low,low,20,20,20,low,low,low
2021/22,E07000165,Harrogate,Total,Total,Black/African/Caribbean/Black British,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Total,Total,Mixed/ Multiple Ethnic Group,10,low,low,low,10,10,10,low,low,low
2021/22,E07000165,Harrogate,Total,Total,Not Provided,low,low,low,low,low,low,low,low,low,low
2021/22,E07000165,Harrogate,Total,Total,Other Ethnic Group,10,low,low,low,10,low,low,low,low,low
