date,new_la_code,la_name,geography_code,geography_name,apprenticeships_or_further_education,level_or_type,age_group,starts,participation,achievements,starts_rate_per_100000_population,participation_rate_per_100000_population,achievements_rate_per_100000_population
2021/22,,,E07000165,Harrogate,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),Total,NA,180,160,NA,209,177
2021/22,,,E07000165,Harrogate,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),19-24,NA,80,70,NA,1203,995
2021/22,,,E07000165,Harrogate,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),25+,NA,100,90,NA,126,109
2021/22,,,E07000165,Harrogate,Further education and skills,Further education and skills: Basic Skills,Total,NA,620,240,NA,707,268
2021/22,,,E07000165,Harrogate,Further education and skills,Further education and skills: Basic Skills,19-24,NA,140,50,NA,2034,772
2021/22,,,E07000165,Harrogate,Further education and skills,Further education and skills: Basic Skills,25+,NA,490,180,NA,598,226
2021/22,,,E07000165,Harrogate,Further education and skills,Further education and skills: Level 4+,Total,NA,690,110,NA,782,125
2021/22,,,E07000165,Harrogate,Further education and skills,Further education and skills: Level 4+,19-24,NA,200,40,NA,2896,535
2021/22,,,E07000165,Harrogate,Further education and skills,Further education and skills: Level 4+,25+,NA,500,70,NA,607,91
2021/22,,,E07000165,Harrogate,Further education and skills,Further education and skills: Full Level 2,Total,NA,310,90,NA,355,97
2021/22,,,E07000165,Harrogate,Further education and skills,Further education and skills: Full Level 2,19-24,NA,150,40,NA,2153,624
2021/22,,,E07000165,Harrogate,Further education and skills,Further education and skills: Full Level 2,25+,NA,170,40,NA,206,54
2021/22,,,E07000165,Harrogate,Further education and skills,Further education and skills: Full Level 3,Total,NA,820,260,NA,924,289
2021/22,,,E07000165,Harrogate,Further education and skills,Further education and skills: Full Level 3,19-24,NA,400,140,NA,5940,2034
2021/22,,,E07000165,Harrogate,Further education and skills,Further education and skills: Full Level 3,25+,NA,420,120,NA,509,145
2021/22,,,E07000165,Harrogate,Further education and skills,Further education and skills: No Level Assigned,Total,NA,440,420,NA,500,470
2021/22,,,E07000165,Harrogate,Further education and skills,Further education and skills: No Level Assigned,19-24,NA,50,50,NA,787,757
2021/22,,,E07000165,Harrogate,Further education and skills,Further education and skills: No Level Assigned,25+,NA,390,360,NA,476,447
2021/22,,,E07000165,Harrogate,Apprenticeships,Apprenticeships: Total,Total,900,1930,350,955,2039,367
2021/22,,,E07000165,Harrogate,Apprenticeships,Apprenticeships: Total,Under 19,200,320,80,3153,5058,1202
2021/22,,,E07000165,Harrogate,Apprenticeships,Apprenticeships: Total,19-24,240,640,120,3594,9534,1797
2021/22,,,E07000165,Harrogate,Apprenticeships,Apprenticeships: Total,25+,460,960,150,565,1182,183
2021/22,,,E07000165,Harrogate,Apprenticeships,Apprenticeships: Intermediate,Total,230,450,70,239,473,75
2021/22,,,E07000165,Harrogate,Apprenticeships,Apprenticeships: Intermediate,Under 19,100,180,30,1499,2841,453
2021/22,,,E07000165,Harrogate,Apprenticeships,Apprenticeships: Intermediate,19-24,50,120,20,698,1841,342
2021/22,,,E07000165,Harrogate,Apprenticeships,Apprenticeships: Intermediate,25+,80,140,20,102,174,23
2021/22,,,E07000165,Harrogate,Apprenticeships,Apprenticeships: Higher,Total,300,670,100,315,712,105
2021/22,,,E07000165,Harrogate,Apprenticeships,Apprenticeships: Higher,Under 19,10,20,10,219,265,125
2021/22,,,E07000165,Harrogate,Apprenticeships,Apprenticeships: Higher,19-24,80,190,30,1143,2807,475
2021/22,,,E07000165,Harrogate,Apprenticeships,Apprenticeships: Higher,25+,210,470,60,254,574,72
2021/22,,,E07000165,Harrogate,Apprenticeships,Apprenticeships: Advanced,Total,380,820,180,402,871,187
2021/22,,,E07000165,Harrogate,Apprenticeships,Apprenticeships: Advanced,Under 19,90,130,40,1436,2029,624
2021/22,,,E07000165,Harrogate,Apprenticeships,Apprenticeships: Advanced,19-24,120,340,70,1752,5019,980
2021/22,,,E07000165,Harrogate,Apprenticeships,Apprenticeships: Advanced,25+,170,360,70,209,437,87
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Total,Total,NA,1410,1000,NA,1594,1135
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Total,19-24,NA,320,240,NA,4811,3549
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Total,25+,NA,1080,760,NA,1328,935
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Level 2,Total,NA,860,640,NA,978,728
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Level 2,19-24,NA,130,90,NA,1990,1396
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Level 2,25+,NA,730,550,NA,895,672
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Level 3,Total,NA,290,170,NA,326,194
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Level 3,19-24,NA,110,80,NA,1648,1143
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Level 3,25+,NA,180,90,NA,217,115
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Below Level 2 (excluding Basic Skills),Total,NA,160,130,NA,184,152
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Below Level 2 (excluding Basic Skills),19-24,NA,80,70,NA,1188,980
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Below Level 2 (excluding Basic Skills),25+,NA,80,70,NA,101,83
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Basic Skills,Total,NA,240,170,NA,275,187
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Basic Skills,19-24,NA,50,30,NA,743,475
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Basic Skills,25+,NA,190,130,NA,237,163
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Level 4+,Total,NA,40,10,NA,43,12
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Level 4+,19-24,NA,10,10,NA,104,74
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Level 4+,25+,NA,30,10,NA,38,7
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Full Level 2,Total,NA,50,30,NA,52,34
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Full Level 2,19-24,NA,20,10,NA,312,178
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Full Level 2,25+,NA,30,20,NA,31,22
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Full Level 3,Total,NA,120,80,NA,136,92
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Full Level 3,19-24,NA,60,50,NA,921,713
2021/22,,,E07000165,Harrogate,Education and training,Education and training: Full Level 3,25+,NA,60,30,NA,71,40
2021/22,,,E07000165,Harrogate,Education and training,Education and training: No Level Assigned,Total,NA,30,30,NA,32,31
2021/22,,,E07000165,Harrogate,Education and training,Education and training: No Level Assigned,19-24,NA,20,20,NA,327,327
2021/22,,,E07000165,Harrogate,Education and training,Education and training: No Level Assigned,25+,NA,10,10,NA,7,6
2021/22,,,E07000165,Harrogate,Community Learning,Community learning: Total,Total,NA,440,410,NA,461,433
2021/22,,,E07000165,Harrogate,Community Learning,Community learning: Total,19-24,NA,30,30,NA,475,446
2021/22,,,E07000165,Harrogate,Community Learning,Community learning: Total,25+,NA,400,380,NA,496,466
2021/22,,,E07000165,Harrogate,Community Learning,Community learning: Personal and community development learning,Total,NA,420,390,NA,440,414
2021/22,,,E07000165,Harrogate,Community Learning,Community learning: Personal and community development learning,19-24,NA,30,30,NA,431,416
2021/22,,,E07000165,Harrogate,Community Learning,Community learning: Personal and community development learning,25+,NA,390,360,NA,475,447
2021/22,,,E07000165,Harrogate,Community Learning,Community learning: Family english maths and language,Total,NA,10,10,NA,14,13
2021/22,,,E07000165,Harrogate,Community Learning,Community learning: Family english maths and language,25+,NA,10,10,NA,16,15
2021/22,,,E07000165,Harrogate,Community Learning,Community learning: Wider family learning,Total,NA,low,low,NA,low,low
2021/22,,,E07000165,Harrogate,Community Learning,Community learning: Wider family learning,25+,NA,low,low,NA,low,low
2021/22,,,E07000165,Harrogate,Community Learning,Community learning: Neighbourhood learning in deprived communities,Total,NA,10,10,NA,8,7
2021/22,,,E07000165,Harrogate,Community Learning,Community learning: Neighbourhood learning in deprived communities,19-24,NA,low,low,NA,low,low
2021/22,,,E07000165,Harrogate,Community Learning,Community learning: Neighbourhood learning in deprived communities,25+,NA,10,10,NA,6,6
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Total,Total,NA,5040,3020,NA,16022,9579
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Total,19-24,NA,3290,2000,NA,100335,60945
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Total,25+,NA,1750,1020,NA,6214,3603
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Level 2,Total,NA,3850,1280,NA,12228,4076
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Level 2,19-24,NA,2530,770,NA,77165,23445
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Level 2,25+,NA,1320,510,NA,4674,1823
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Level 3,Total,NA,310,110,NA,979,353
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Level 3,19-24,NA,140,50,NA,4116,1555
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Level 3,25+,NA,170,60,NA,614,213
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),Total,NA,620,440,NA,1982,1398
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),19-24,NA,540,370,NA,16524,11250
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),25+,NA,80,70,NA,291,252
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Basic Skills,Total,NA,2230,1460,NA,7082,4638
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Basic Skills,19-24,NA,1470,1000,NA,44756,30610
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Basic Skills,25+,NA,760,460,NA,2699,1617
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Level 4+,Total,NA,160,30,NA,505,89
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Level 4+,19-24,NA,40,10,NA,1311,213
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Level 4+,25+,NA,120,20,NA,411,74
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Full Level 2,Total,NA,3400,950,NA,10799,3028
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Full Level 2,19-24,NA,2480,730,NA,75549,22226
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Full Level 2,25+,NA,920,220,NA,3266,794
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Full Level 3,Total,NA,260,90,NA,820,283
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Full Level 3,19-24,NA,120,40,NA,3659,1250
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: Full Level 3,25+,NA,140,50,NA,489,170
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: No Level Assigned,Total,NA,180,160,NA,556,515
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: No Level Assigned,19-24,NA,20,20,NA,701,549
2021/22,,,E07000166,Richmondshire,Further education and skills,Further education and skills: No Level Assigned,25+,NA,150,140,NA,539,511
2021/22,,,E07000166,Richmondshire,Apprenticeships,Apprenticeships: Total,Total,2660,5070,1160,7976,15202,3486
2021/22,,,E07000166,Richmondshire,Apprenticeships,Apprenticeships: Total,Under 19,690,1320,300,37111,71053,16327
2021/22,,,E07000166,Richmondshire,Apprenticeships,Apprenticeships: Total,19-24,1310,2610,630,40000,79665,19116
2021/22,,,E07000166,Richmondshire,Apprenticeships,Apprenticeships: Total,25+,660,1130,230,2327,4015,819
2021/22,,,E07000166,Richmondshire,Apprenticeships,Apprenticeships: Intermediate,Total,2460,4650,1080,7385,13939,3234
2021/22,,,E07000166,Richmondshire,Apprenticeships,Apprenticeships: Intermediate,Under 19,660,1270,290,35285,68153,15628
2021/22,,,E07000166,Richmondshire,Apprenticeships,Apprenticeships: Intermediate,19-24,1250,2470,600,38140,75305,18140
2021/22,,,E07000166,Richmondshire,Apprenticeships,Apprenticeships: Intermediate,25+,550,910,190,1965,3220,681
2021/22,,,E07000166,Richmondshire,Apprenticeships,Apprenticeships: Higher,Total,80,160,20,225,474,72
2021/22,,,E07000166,Richmondshire,Apprenticeships,Apprenticeships: Higher,Under 19,low,10,low,low,269,low
2021/22,,,E07000166,Richmondshire,Apprenticeships,Apprenticeships: Higher,19-24,20,40,10,488,1311,274
2021/22,,,E07000166,Richmondshire,Apprenticeships,Apprenticeships: Higher,25+,60,110,10,199,390,50
2021/22,,,E07000166,Richmondshire,Apprenticeships,Apprenticeships: Advanced,Total,120,270,60,366,816,180
2021/22,,,E07000166,Richmondshire,Apprenticeships,Apprenticeships: Advanced,Under 19,30,50,10,1665,2739,644
2021/22,,,E07000166,Richmondshire,Apprenticeships,Apprenticeships: Advanced,19-24,50,110,20,1372,3262,701
2021/22,,,E07000166,Richmondshire,Apprenticeships,Apprenticeships: Advanced,25+,50,110,30,163,404,89
2021/22,,,E07000166,Richmondshire,Education and training,Education and training: Total,Total,NA,1230,1050,NA,3898,3336
2021/22,,,E07000166,Richmondshire,Education and training,Education and training: Total,19-24,NA,670,640,NA,20457,19634
2021/22,,,E07000166,Richmondshire,Education and training,Education and training: Total,25+,NA,560,410,NA,1972,1440
2021/22,,,E07000166,Richmondshire,Education and training,Education and training: Level 2,Total,NA,470,340,NA,1506,1080
2021/22,,,E07000166,Richmondshire,Education and training,Education and training: Level 2,19-24,NA,60,40,NA,1921,1280
2021/22,,,E07000166,Richmondshire,Education and training,Education and training: Level 2,25+,NA,410,300,NA,1458,1057
